Attribute;Period;Process;Region;Scenario;Vintage;PV
VAR_Cap;2017;ELCCC17;REG1;conv_nuc;-;5
VAR_Cap;2018;ELCCC17;REG1;conv_nuc;-;12.5
VAR_Cap;2019;ELCCC17;REG1;conv_nuc;-;23.75
VAR_Cap;2020;ELCCC17;REG1;conv_nuc;-;40.625
VAR_Cap;2021;ELCCC17;REG1;conv_nuc;-;53.8067271167119
VAR_Cap;2022;ELCCC17;REG1;conv_nuc;-;58.6988218630808
VAR_Cap;2023;ELCCC17;REG1;conv_nuc;-;63.5454620639953
VAR_Cap;2024;ELCCC17;REG1;conv_nuc;-;67.7329511972413
VAR_Cap;2025;ELCCC17;REG1;conv_nuc;-;69.9183637767438
VAR_Cap;2026;ELCCC17;REG1;conv_nuc;-;69.9183637767438
VAR_Cap;2027;ELCCC17;REG1;conv_nuc;-;69.9183637767438
VAR_Cap;2028;ELCCC17;REG1;conv_nuc;-;69.9183637767438
VAR_Cap;2029;ELCCC17;REG1;conv_nuc;-;69.9183637767438
VAR_Cap;2030;ELCCC17;REG1;conv_nuc;-;69.9183637767438
VAR_Cap;2031;ELCCC17;REG1;conv_nuc;-;69.9183637767438
VAR_Cap;2032;ELCCC17;REG1;conv_nuc;-;69.9183637767438
VAR_Cap;2033;ELCCC17;REG1;conv_nuc;-;69.9183637767438
VAR_Cap;2034;ELCCC17;REG1;conv_nuc;-;69.9183637767438
VAR_Cap;2035;ELCCC17;REG1;conv_nuc;-;69.9183637767438
VAR_Cap;2036;ELCCC17;REG1;conv_nuc;-;69.9183637767438
VAR_Cap;2037;ELCCC17;REG1;conv_nuc;-;69.9183637767438
VAR_Cap;2038;ELCCC17;REG1;conv_nuc;-;69.9183637767438
VAR_Cap;2039;ELCCC17;REG1;conv_nuc;-;69.9183637767438
VAR_Cap;2040;ELCCC17;REG1;conv_nuc;-;69.9183637767438
VAR_Cap;2041;ELCCC17;REG1;conv_nuc;-;69.9183637767438
VAR_Cap;2042;ELCCC17;REG1;conv_nuc;-;69.9183637767438
VAR_Cap;2043;ELCCC17;REG1;conv_nuc;-;69.9183637767438
VAR_Cap;2044;ELCCC17;REG1;conv_nuc;-;69.9183637767438
VAR_Cap;2045;ELCCC17;REG1;conv_nuc;-;69.9183637767438
VAR_Cap;2046;ELCCC17;REG1;conv_nuc;-;69.9183637767438
VAR_Cap;2047;ELCCC17;REG1;conv_nuc;-;64.9183637767438
VAR_Cap;2048;ELCCC17;REG1;conv_nuc;-;57.4183637767438
VAR_Cap;2049;ELCCC17;REG1;conv_nuc;-;46.1683637767438
VAR_Cap;2050;ELCCC17;REG1;conv_nuc;-;29.2933637767438
VAR_Cap;2051;ELCCC17;REG1;conv_nuc;-;24.2323908368329
VAR_Cap;2052;ELCCC17;REG1;conv_nuc;-;22.8863812340299
VAR_Cap;2053;ELCCC17;REG1;conv_nuc;-;21.3433370125442
VAR_Cap;2054;ELCCC17;REG1;conv_nuc;-;18.6274083009846
VAR_Cap;2055;ELCCC17;REG1;conv_nuc;-;16.4419957214821
VAR_Cap;2056;ELCCC17;REG1;conv_nuc;-;16.4419957214821
VAR_Cap;2057;ELCCC17;REG1;conv_nuc;-;16.4419957214821
VAR_Cap;2058;ELCCC17;REG1;conv_nuc;-;16.4419957214821
VAR_Cap;2059;ELCCC17;REG1;conv_nuc;-;16.4419957214821
VAR_Cap;2060;ELCCC17;REG1;conv_nuc;-;16.4419957214821
VAR_Cap;2061;ELCCC17;REG1;conv_nuc;-;16.4419957214821
VAR_Cap;2062;ELCCC17;REG1;conv_nuc;-;16.4419957214821
VAR_Cap;2063;ELCCC17;REG1;conv_nuc;-;16.4419957214821
VAR_Cap;2064;ELCCC17;REG1;conv_nuc;-;16.4419957214821
VAR_Cap;2065;ELCCC17;REG1;conv_nuc;-;16.4419957214821
VAR_Cap;2066;ELCCC17;REG1;conv_nuc;-;16.4419957214821
VAR_Cap;2067;ELCCC17;REG1;conv_nuc;-;16.4419957214821
VAR_Cap;2068;ELCCC17;REG1;conv_nuc;-;16.4419957214821
VAR_Cap;2069;ELCCC17;REG1;conv_nuc;-;16.4419957214821
VAR_Cap;2070;ELCCC17;REG1;conv_nuc;-;16.4419957214821
VAR_Cap;2071;ELCCC17;REG1;conv_nuc;-;16.4419957214821
VAR_Cap;2072;ELCCC17;REG1;conv_nuc;-;16.4419957214821
VAR_Cap;2073;ELCCC17;REG1;conv_nuc;-;16.4419957214821
VAR_Cap;2074;ELCCC17;REG1;conv_nuc;-;16.4419957214821
VAR_Cap;2075;ELCCC17;REG1;conv_nuc;-;16.4419957214821
VAR_Cap;2076;ELCCC17;REG1;conv_nuc;-;16.4419957214821
VAR_Cap;2077;ELCCC17;REG1;conv_nuc;-;16.4419957214821
VAR_Cap;2078;ELCCC17;REG1;conv_nuc;-;16.4419957214821
VAR_Cap;2079;ELCCC17;REG1;conv_nuc;-;16.4419957214821
VAR_Cap;2080;ELCCC17;REG1;conv_nuc;-;16.4419957214821
VAR_Cap;2081;ELCCC17;REG1;conv_nuc;-;8.3212415446812
VAR_Cap;2082;ELCCC17;REG1;conv_nuc;-;5.67817034662763
VAR_Cap;2083;ELCCC17;REG1;conv_nuc;-;5.6779302859807
VAR_Cap;2084;ELCCC17;REG1;conv_nuc;-;5.67600980080519
VAR_Cap;2085;ELCCC17;REG1;conv_nuc;-;5.67600980080519
VAR_Cap;2086;ELCCC17;REG1;conv_nuc;-;5.67600980080519
VAR_Cap;2087;ELCCC17;REG1;conv_nuc;-;5.67600980080519
VAR_Cap;2088;ELCCC17;REG1;conv_nuc;-;5.67600980080519
VAR_Cap;2089;ELCCC17;REG1;conv_nuc;-;5.67600980080519
VAR_Cap;2090;ELCCC17;REG1;conv_nuc;-;5.67600980080519
VAR_Cap;2091;ELCCC17;REG1;conv_nuc;-;5.67600980080519
VAR_Cap;2092;ELCCC17;REG1;conv_nuc;-;5.67600980080519
VAR_Cap;2093;ELCCC17;REG1;conv_nuc;-;5.67600980080519
VAR_Cap;2094;ELCCC17;REG1;conv_nuc;-;5.67600980080519
VAR_Cap;2095;ELCCC17;REG1;conv_nuc;-;5.67600980080519
VAR_Cap;2096;ELCCC17;REG1;conv_nuc;-;5.67600980080519
VAR_Cap;2097;ELCCC17;REG1;conv_nuc;-;5.67600980080519
VAR_Cap;2098;ELCCC17;REG1;conv_nuc;-;5.67600980080519
VAR_Cap;2099;ELCCC17;REG1;conv_nuc;-;5.67600980080519
VAR_Cap;2100;ELCCC17;REG1;conv_nuc;-;5.67600980080519
VAR_Cap;2017;ELCPVN17;REG1;conv_nuc;-;4.52380952380951
VAR_Cap;2018;ELCPVN17;REG1;conv_nuc;-;9.99999999999998
VAR_Cap;2019;ELCPVN17;REG1;conv_nuc;-;16.3333333333333
VAR_Cap;2020;ELCPVN17;REG1;conv_nuc;-;23.8666666666666
VAR_Cap;2021;ELCPVN17;REG1;conv_nuc;-;34.4133333333333
VAR_Cap;2022;ELCPVN17;REG1;conv_nuc;-;42.669493115566
VAR_Cap;2023;ELCPVN17;REG1;conv_nuc;-;42.669493115566
VAR_Cap;2024;ELCPVN17;REG1;conv_nuc;-;42.669493115566
VAR_Cap;2025;ELCPVN17;REG1;conv_nuc;-;42.669493115566
VAR_Cap;2026;ELCPVN17;REG1;conv_nuc;-;42.669493115566
VAR_Cap;2027;ELCPVN17;REG1;conv_nuc;-;42.669493115566
VAR_Cap;2028;ELCPVN17;REG1;conv_nuc;-;42.669493115566
VAR_Cap;2029;ELCPVN17;REG1;conv_nuc;-;42.669493115566
