Attribute;Period;Process;Region;Scenario;Vintage;PV
VAR_Cap;2017;ELCCC17;REG1;conv_nonuc;-;5
VAR_Cap;2018;ELCCC17;REG1;conv_nonuc;-;12.5
VAR_Cap;2019;ELCCC17;REG1;conv_nonuc;-;23.75
VAR_Cap;2020;ELCCC17;REG1;conv_nonuc;-;40.625
VAR_Cap;2021;ELCCC17;REG1;conv_nonuc;-;51.3108315167119
VAR_Cap;2022;ELCCC17;REG1;conv_nonuc;-;52.4734745658804
VAR_Cap;2023;ELCCC17;REG1;conv_nonuc;-;52.4734745658804
VAR_Cap;2024;ELCCC17;REG1;conv_nonuc;-;52.4734745658804
VAR_Cap;2025;ELCCC17;REG1;conv_nonuc;-;52.4734745658804
VAR_Cap;2026;ELCCC17;REG1;conv_nonuc;-;52.4734745658804
VAR_Cap;2027;ELCCC17;REG1;conv_nonuc;-;52.4734745658804
VAR_Cap;2028;ELCCC17;REG1;conv_nonuc;-;52.4734745658804
VAR_Cap;2029;ELCCC17;REG1;conv_nonuc;-;52.4734745658804
VAR_Cap;2030;ELCCC17;REG1;conv_nonuc;-;52.4734745658804
VAR_Cap;2031;ELCCC17;REG1;conv_nonuc;-;52.4734745658804
VAR_Cap;2032;ELCCC17;REG1;conv_nonuc;-;52.4734745658804
VAR_Cap;2033;ELCCC17;REG1;conv_nonuc;-;52.4734745658804
VAR_Cap;2034;ELCCC17;REG1;conv_nonuc;-;52.4734745658804
VAR_Cap;2035;ELCCC17;REG1;conv_nonuc;-;52.4734745658804
VAR_Cap;2036;ELCCC17;REG1;conv_nonuc;-;52.4734745658804
VAR_Cap;2037;ELCCC17;REG1;conv_nonuc;-;52.4734745658804
VAR_Cap;2038;ELCCC17;REG1;conv_nonuc;-;52.4734745658804
VAR_Cap;2039;ELCCC17;REG1;conv_nonuc;-;52.4734745658804
VAR_Cap;2040;ELCCC17;REG1;conv_nonuc;-;52.4734745658804
VAR_Cap;2041;ELCCC17;REG1;conv_nonuc;-;52.4734745658804
VAR_Cap;2042;ELCCC17;REG1;conv_nonuc;-;52.4734745658804
VAR_Cap;2043;ELCCC17;REG1;conv_nonuc;-;52.4734745658804
VAR_Cap;2044;ELCCC17;REG1;conv_nonuc;-;52.4734745658804
VAR_Cap;2045;ELCCC17;REG1;conv_nonuc;-;52.4734745658804
VAR_Cap;2046;ELCCC17;REG1;conv_nonuc;-;52.4734745658804
VAR_Cap;2047;ELCCC17;REG1;conv_nonuc;-;47.4734745658804
VAR_Cap;2048;ELCCC17;REG1;conv_nonuc;-;39.9734745658804
VAR_Cap;2049;ELCCC17;REG1;conv_nonuc;-;28.7234745658804
VAR_Cap;2050;ELCCC17;REG1;conv_nonuc;-;11.8484745658804
VAR_Cap;2051;ELCCC17;REG1;conv_nonuc;-;1.16264304916855
VAR_Cap;2071;ELCCC17;REG1;conv_nonuc;-;0.317060364102254
VAR_Cap;2072;ELCCC17;REG1;conv_nonuc;-;0.879307054470713
VAR_Cap;2073;ELCCC17;REG1;conv_nonuc;-;1.44520641421671
VAR_Cap;2074;ELCCC17;REG1;conv_nonuc;-;1.98476931831077
VAR_Cap;2075;ELCCC17;REG1;conv_nonuc;-;2.47943731598283
VAR_Cap;2076;ELCCC17;REG1;conv_nonuc;-;2.91893998618079
VAR_Cap;2077;ELCCC17;REG1;conv_nonuc;-;3.35844549952139
VAR_Cap;2078;ELCCC17;REG1;conv_nonuc;-;3.79795101286199
VAR_Cap;2079;ELCCC17;REG1;conv_nonuc;-;4.2374565262026
VAR_Cap;2080;ELCCC17;REG1;conv_nonuc;-;4.67696203954321
VAR_Cap;2081;ELCCC17;REG1;conv_nonuc;-;5.11646755288382
VAR_Cap;2082;ELCCC17;REG1;conv_nonuc;-;5.55597306622443
VAR_Cap;2083;ELCCC17;REG1;conv_nonuc;-;5.99547857956503
