"International_data"
"https://www.eia.gov/beta/international/data/browser/#/?pa=0000001001vg0000000000000000000000000000000000g&c=00000000000000000000000g&ct=0&ug=2&tl_id=5-A&vs=INTL.5-2-JPN-TJ.A&cy=2015&vo=0&v=H&start=2009"
"Tue Jul 31 2018 12:50:27 GMT-0500 (Central Daylight Time)"
"Source: U.S. Energy Information Administration"
,,,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
"","Petroleum (annual)","Terajoules"
"","Consumption",""
"","Consumption",""
"","Japan","Terajoules",9266555.97,9411098.628,9456466.032,10044132.168,9603118.802,9080866.131,-,-,-,-
"","Refined Petroleum Products",""
"","Refined Petroleum Products",""
"","Japan","Terajoules",NA,9411098.628,9456466.032,10044132.168,9603118.802,9080866.131,-,-,-,-
"","Motor Gasoline",""
"","Japan","Terajoules",2110.112,-,-,-,-,-,-,-,-,-
"","Jet Fuel",""
"","Japan","Terajoules",432.888,-,-,-,-,-,-,-,-,-
"","Kerosene",""
"","Japan","Terajoules",760.746,-,-,-,-,-,-,-,-,-
"","Distillate Fuel Oil",""
"","Japan","Terajoules",2110.112,-,-,-,-,-,-,-,-,-
"","Residual Fuel Oil",""
"","Japan","Terajoules",1016.263,-,-,-,-,-,-,-,-,-
"","Liquefied Petroleum Gases",""
"","Japan","Terajoules",807.593,-,-,-,-,-,-,-,-,-
"","Other Products",""
"","Japan","Terajoules",2110.112,-,-,-,-,-,-,-,-,- 
